Date,LT,ICICIBANK,EICHERMOT,HDFC,WIPRO,SUNPHARMA,ITC,VIDEOIND,HINDZINC,TCS
2017-09-14,,,,,,,,,,
2017-09-15,-0.001483557512685512,-0.007175838070071202,-0.0017870204675555453,-0.0016098287738431872,0.008081561904607293,-0.0006673340254329604,-0.009976066478444057,-0.04826674096983463,-0.0019701204861885947,0.007650748314218312
2017-09-18,0.020854919523154866,0.004789608882564072,0.02341013489326165,0.0015816084862766608,0.012346909307169479,-0.006218033140050577,-0.008577341417303755,-0.005509655810969473,0.021621585197071535,-0.0027971487339007624
2017-09-19,-0.00978151760585432,0.005615602266854875,-0.0111141153898288,-0.010867359068615193,-0.00017284590830344193,-0.010126912991192033,0.0031784639267198526,-0.013908430046132,-0.008073675375533673,-0.0003201728960975803
2017-09-20,0.008164637024006256,-0.014012532762807697,0.0012197859716549483,0.008267679738487724,0.009119911786283071,-0.020171054986718166,0.013719162153884855,0.0,-0.011577789335349163,-0.0018830888212103766
2017-09-21,-0.00641235963438791,-0.019461952240106068,-0.019269966004482858,0.012065111551842709,0.0,0.02760746957390451,-0.007392382583176555,-0.011267724846342494,-0.003285693772460911,0.012494060044118342
2017-09-22,-0.035853561536977795,-0.027935274412075696,-0.007718806412026106,-0.0042862611321697235,0.008697931530510733,-0.011224113963348518,-0.004089225029099286,-0.020029281875572416,-0.036702904747676644,-0.008471761914260252
2017-09-25,-0.016681237868309367,0.00862384072622094,-0.019174349359260056,-0.014649583257287895,-0.008697931530510739,-0.015493543895313194,-0.023366429592171917,-0.02043866767727407,0.0006825938831590231,0.0028518172229020414
2017-09-26,-0.0019758607862819357,0.011560822401076006,-0.004937954056259505,-0.007894100428607552,-0.00566865728206806,0.0032558856644636725,0.0007623404219022412,-0.023881732003387245,0.023435279718675116,-0.014482541411994237
2017-09-27,-0.0223477845221529,-0.02271402310271508,-0.011649882277945897,-0.012656933688097753,-0.006741015933644384,-0.02574221760656981,-0.015164893749824947,-0.027566829832654592,-0.02343527971867509,0.00818975732416493
2017-09-28,-0.00339125206647929,-0.0016294020080045368,-0.009397418775395208,0.014435681001244056,-0.008359505316090523,0.009055298821554968,0.011729775868136196,-0.00936044275956392,-0.005645383225288034,-0.007462646145112479
2017-09-29,0.007647044384277332,0.002352729345147716,0.03349254800037834,-0.0012620107798591818,-0.019960037375996758,0.008080247464683023,-0.012503769714825282,0.02476906811240895,0.01515309491460511,-0.01648925887292895
2017-10-03,-0.006280351787549528,0.006486509229606632,-0.002116721925151859,0.011102504341112712,0.009588141636263432,-0.0011929616684718334,0.011930101088326595,-0.003062789530545767,0.05761829831381365,0.005118347100575888
2017-10-04,0.002991380024077691,-0.00829580952415564,-0.008469886316035256,0.0036830367156282713,-0.0007070885923029167,0.029888070578416623,0.022693863477721277,-0.024845998586530776,-0.0044764263399254545,-0.002514953020111897
2017-10-05,-0.005505772932183835,-0.015696617219065394,-0.00310993824858136,-0.009318778726441972,0.003001679661742763,-0.007948088754062568,-0.008072887173750234,-0.04831857727080768,0.004635928692923309,-0.005213583516502877
2017-10-06,0.008575816131171664,0.0005517241519262519,0.02414530296163158,-0.006701631749026938,0.010522720736099136,0.03142020917914217,0.003387282124673845,0.04831857727080773,0.0172349906149888,0.00699310719661012
2017-10-09,-0.0007447158377256808,-0.000735699867650932,0.010502293950160863,0.005559231441999485,0.0006975933313937793,0.0022607394707878366,0.006926920892090444,0.04609110720026688,-0.007553143697828668,0.003040353308708296
2017-10-10,0.0015326344602351052,-0.007201582227663295,-0.010375483533149288,-0.0028330657533130925,0.0006971070341557344,-0.007935050137415547,-0.006739074549845518,0.04692943222198336,-0.010000877068215182,0.0020963301560099146
2017-10-11,-0.00777496174637272,-0.008187615519582041,-0.009616500072161764,0.0034329886383660927,0.01263757838773835,-0.0021837179340007846,-0.0030097840629042037,-0.046929432221983355,-0.013007007944922482,0.01657429666433938
2017-10-12,0.008605980667073411,-0.0001868634967597651,0.002962647902322076,0.002737930581242488,0.009587472856983952,0.02533919355544575,0.006010536502142543,0.005988041844622693,0.017305350947458744,0.018956505490073862
2017-10-13,-0.004381551942481714,0.013918754907572481,0.002018006525256735,0.006189684724715262,-0.005295989144274476,-0.009029616855056629,-0.0039403372119229405,-0.024170360927812953,0.01732326785238706,0.004073006335654126
2017-10-16,0.005299243793543748,0.010814879490453521,0.010792132519085772,-0.0020117025498869166,-0.004119470295238837,0.024478199954715264,0.00581124514773464,-0.015408625352845068,-0.0012498048806969743,0.010033138801075817
2017-10-17,0.003531800745466178,-0.0012770228863072134,0.003885014268830642,-0.0017884268034567825,-0.002928259779088223,-0.0013696756010605144,-0.000935016430906643,-0.0031104224143925024,0.02134321660818462,0.003919718474031745
2017-10-18,-0.006418815567288981,-0.040038864469244456,-0.010796060044805262,-0.004670643298407452,0.01676399163173838,-0.012874924949825537,0.011532865922859297,-0.015698909543103753,-0.010924025857391094,-0.0030688191768982157
2017-10-19,-0.0014466390090569605,-0.02034619130281982,-0.0010236398189845469,-0.0033168474636888563,-0.009202518931161894,-0.008271807004828829,-0.0025925940447780274,0.009448889197932289,-0.003719781102532012,-0.0010443865179061624
2017-10-23,-0.0035157144540381084,0.018063519586900317,-0.010159695048666392,-0.013465595675991388,0.016470361283395706,0.008641971732357433,-0.009688914997456626,-0.012618463959211462,-0.010929070532190317,0.0015468505346619666
2017-10-24,0.0059693808473942015,0.015120303184901691,0.009975487363509141,-5.806020845251658e-05,-0.0003368704764886248,-0.01088433462653489,-0.00018724838552987017,0.0,-0.01057375905309898,-0.0036776844966714237
