,A,B,C,D,Return,Beta,Risk,SharpeRatio,TreynorRatio,InformationRatio,DownRisk,SortioRatio,Efficient
10,LT,ICICIBANK,HDFC,ITC,0.10841300169086926,1.114484842158533,0.009287624886096012,4.243603954103731,0.035364322779423536,-3.8049423877074835,0.005770538180280856,6.830039150516633,11.672844566878272
11,LT,ICICIBANK,HDFC,VIDEOIND,-0.5563934600543745,0.9428107594243048,0.01601267033976415,-39.05616282509354,-0.6633287261552356,-43.724458475661706,0.008620238961289477,-72.54943428631167,-34.74707517538075
12,LT,ICICIBANK,HDFC,HINDZINC,0.051775708678988945,1.2483367495186912,0.010829915006790833,-1.5904364263441286,-0.013797792404695334,-8.492787853315637,0.006293805914322786,-2.736705191657375,4.78080471051927
13,LT,ICICIBANK,HDFC,TCS,-0.015974728271936266,0.6077673809943438,0.019261143087668107,-4.411717824075619,-0.13981455887433863,-8.292685789521165,0.0050013353447700545,-16.99040804388276,-0.8293759201739195
14,LT,ICICIBANK,WIPRO,EICHERMOT,0.044961873726527976,0.8678342407956203,0.009300526076466987,-2.584598556666103,-0.02769898345038121,-10.621980387167785,0.005612276873343902,-4.283132642233607,4.8343366124519
15,LT,ICICIBANK,WIPRO,HDFC,0.11398083082605494,0.9908090122372548,0.008517345171240014,5.2810858221337424,0.045398084061112697,-3.4953436636070543,0.004955667219769828,9.076644744548469,13.382201676048878
16,LT,ICICIBANK,WIPRO,SUNPHARMA,0.17643141358267767,0.9577371964464059,0.010615677257633098,10.120071567306756,0.11217212193625961,3.0784219874503913,0.006421900288235641,16.7289133684437,16.6198923818842
17,LT,ICICIBANK,WIPRO,ITC,0.12951392204072548,0.8917986045948539,0.008387214628835533,7.215020089348439,0.06785604028637955,-1.697578742223526,0.005448545819486048,11.10643537662929,15.441827563998679
18,LT,ICICIBANK,WIPRO,VIDEOIND,-0.5352925397045183,0.7201245218606258,0.015308810692898214,-39.473513117831594,-0.8391500655236319,-44.3564449667296,0.008455488347245152,-71.46749127759136,-34.96630472756721
19,LT,ICICIBANK,WIPRO,HINDZINC,0.07287662902884517,1.0256505119550123,0.01024344136363964,0.37844986769834427,0.0037796783442888855,-6.9190858575945136,0.005991476410243952,0.6470239993296287,7.114467339807281
20,LT,ICICIBANK,WIPRO,TCS,0.005126192077919964,0.3850811434306648,0.01956558199501476,-3.2646004569838434,-0.16587103526553423,-7.085180868041863,0.005468640604059972,-11.680015665073968,0.26200049041352813
21,LT,ICICIBANK,SUNPHARMA,EICHERMOT,0.07069889044413878,1.0657166165161627,0.01077430523842538,0.15767981382965365,0.001594129638038735,-6.780296941693149,0.006388645434861636,0.2659234201460376,6.561805042611836
22,LT,ICICIBANK,SUNPHARMA,HDFC,0.13971784754366573,1.188691387957797,0.010133404890788785,6.9786856743430725,0.05949218464950844,-0.3980924280548633,0.005905886883838867,11.974128345935851,13.78784811713865
23,LT,ICICIBANK,SUNPHARMA,WIPRO,0.16785240801014073,0.8917764045395584,0.009673840509755954,10.218527782264886,0.11084887142890953,2.4913092876332588,0.00581967923313535,16.985885999920313,17.3511655315036
24,LT,ICICIBANK,SUNPHARMA,ITC,0.1552509387583363,1.0896809803153962,0.010088177278290134,8.549704904963281,0.0791524678473987,1.1398550144414614,0.006190093924036207,13.933704369722546,15.38939438469603
25,LT,ICICIBANK,SUNPHARMA,VIDEOIND,-0.5095555229869074,0.918006897581168,0.016484170323995972,-35.0976428667875,-0.6302300391329608,-39.632410333505966,0.009167308417581059,-63.11072963110459,-30.911808903427097
